conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/ab9e06c8-e0fc-4c1b-afa2-61421592f1a5,8160,مشغل الإنبات / مشغلة الإنبات,,,released,2024-01-16T09:40:29.043Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُعنى مشغلو الإنبات بأوعية الإنبات حيث ينبت الشعير لإنتاج المالت.,8160.37,http://data.europa.eu/ux2/nace2.1/1106
Occupation,http://data.europa.eu/esco/occupation/abab3d6a-82b9-49bd-8a4b-7bc678130558,2359,مرشد أكاديمي / مرشدة أكاديمية,,,released,2023-12-01T16:14:43.476Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يساعد المرشدون الأكاديميون الطلاب، على المستوى الثانوي، في التعرّف على أهدافهم التعليمية وتحقيق أهدافهم. وهم يقدمون المشورة للطلاب بشأن اختيار البرامج المدرسية، ويبلغونهم بمتطلبات الدرجة العلمية، ويساعدونهم في التخطيط المهني. كما يناقش المرشدون الأكاديميون الأداء الأكاديمي للطالب ودلالاته ويقدمون اقتراحات للتحسين بما في ذلك نصائح الدراسة. كما يعملون بشكل وثيق مع مسؤولي الجامعة والأساتذة الجامعيين الآخرين، ويتأكدون من أنهم مُطّلعون على أحدث المستجدات في لوائح تنظيم الجامعة أو الكلية أو البرنامج أو المتطلبات.,2359.1,http://data.europa.eu/ux2/nace2.1/8559
Occupation,http://data.europa.eu/esco/occupation/abae06d8-525f-4a2d-8bbd-67b559aad8f2,3259,فاحص الحرارة,"مدقق درجة الحرارة
فاحصة المدخل
جهاز فحص درجة الحرارة كوفيد
جهاز فحص الصحة
مراقبة درجة الحرارة
فاحص المدخل
مدققة درجة الحرارة",,released,2023-08-08T08:26:28.373Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","فاحصو الحرارة هم المسؤولون عن مراقبة حرارة الضيوف والموظفين أو الزوار الذين يدخلون مواقع المنظمة أو الأماكن العامة كإجراء وقائي ضد انتشار الأمراض المعدية في الأماكن الخاصة والعامة.
	",3259.8,http://data.europa.eu/ux2/nace2.1/8699
Occupation,http://data.europa.eu/esco/occupation/abc849b6-9e75-41ce-b1aa-4d488280a8a3,7515,مراقب حليب المزارع / مراقبة حليب المزارع,,,released,2024-01-25T14:32:30.945Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مراقبو حليب المزارع مسؤولية قياس وتحليل إنتاج الحليب وجودته وتقديم المشورة وفقًا لذلك. ,7515.2,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/1051"
Occupation,http://data.europa.eu/esco/occupation/ac036ea7-883a-4265-96d5-c02bbe6667e1,3142,مشرف موقع الاستزراع المائي / مشرفة موقع الاستزراع المائي,,,released,2025-07-29T10:55:01.302Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مشرفو مواقع الاستزراع المائي الإشراف على عمليات الإنتاج في عمليات الاستزراع المائي واسعة النطاق وفحص مواقع الاستزراع المائي للحفاظ على الأداء وتحسينه. كما أنهم يحافظون على الصحة والسلامة والأمن في مكان العمل، ويطورون خطط الإدارة للحد من المخاطر الناجمة عن الآفات والحيوانات المفترسة والأمراض والإشراف على التخلص من النفايات الحيوية والكيميائية وصيانة المعدات والآلات.,3142.1.2,http://data.europa.eu/ux2/nace2.1/032
Occupation,http://data.europa.eu/esco/occupation/ac160654-0d3e-49aa-b798-1861ce9d78b6,7523,خراط الأخشاب / خراطة الأخشاب,,,released,2024-01-25T14:35:05.646Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يستخدم خرّاطو الأخشاب مخرطة لإزالة المواد غير الضرورية من الأخشاب. وتقوم المخرطة بتدوير قطعة العمل حول محورها، حيث تستخدم أدوات التشكيل للحصول على الشكل المطلوب.,7523.6,"http://data.europa.eu/ux2/nace2.1/31,
http://data.europa.eu/ux2/nace2.1/1628,
http://data.europa.eu/ux2/nace2.1/1627"
Occupation,http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968,2143,مهندس بيئي / مهندسة بيئية,,,released,2025-08-01T15:05:05.528Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم المهندسون البيئيون بدمج التدابير البيئية والمستدامة في تطوير مشاريع ذات طبيعة مختلفة. ويسعون إلى الحفاظ على الموارد الطبيعية والمواقع الطبيعية. وهم يعملون جنبًا إلى جنب مع المهندسين من المجالات الأخرى لوضع تصور لجميع الآثار التي قد تترتب على المشاريع من أجل تصميم أساليب للحفاظ على المحميات الطبيعية ومنع التلوث ونشر التدابير الصحية.,2143.1,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/8412,
http://data.europa.eu/ux2/nace2.1/7499,
http://data.europa.eu/ux2/nace2.1/9499"
Occupation,http://data.europa.eu/esco/occupation/ac37627c-a999-4779-997e-9795cc4f9a3d,2151,مهندس توزيع طاقة / مهندسة توزيع طاقة,,,released,2024-01-23T11:05:55.578Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مهندسو توزيع الطاقة تصميم وتشغيل المرافق التي توزع الطاقة من منشأة التوزيع إلى المستهلكين. كما أنهم يقومون بإجراء أبحاث عن طرق لتحسين توزيع الطاقة وضمان تلبية احتياجات المستهلكين. ويضمنون الامتثال للوائح السلامة من خلال مراقبة العمليات الآلية في المصانع وتوجيه سير العمل.,2151.1.5,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/3514,
http://data.europa.eu/ux2/nace2.1/4222"
Occupation,http://data.europa.eu/esco/occupation/ac401ec0-7ce0-423f-b8b5-167da9e046a7,8181,راعي آلة الألياف / راعية آلة الألياف,,,released,2024-01-16T09:36:44.061Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم رعاة آلة الألياف على بتشغيل وصيانة ماكينات البثق التي تكوِّن قطعًا صغيرة من الخيوط. ويستخدمون مواد اصطناعية مثل الألياف الزجاجية أو البوليمر السائل أو المواد غير الاصطناعية مثل الرايون.,8181.6,http://data.europa.eu/ux2/nace2.1/206
Occupation,http://data.europa.eu/esco/occupation/ac60ed89-da6d-4f1a-93ee-1031789c7796,3343,مدون محاضر المحكمة / مدونة محاضر المحكمة,,,released,2024-01-16T15:12:49.602Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مدونو محاضر المحاكم بالكتابة في برامج معالجة الكلمات أو أي برامج أخرى كل كلمة من الكلمات المذكورة في قاعة المحكمة. ويسجلون جلسات الاستماع التي تحدث في المحكمة لإصدار جلسات الاستماع الرسمية للدعوى القانونية. وهم يسمحون بأن تتم دراسة الحالة بشكل أكبر من قِبَل الأطراف بطريقة دقيقة.,3343.1.1,http://data.europa.eu/ux2/nace2.1/8299
Occupation,http://data.europa.eu/esco/occupation/ac734172-ae9a-41ab-80a0-a7b33694e027,2654,محرر الفيديوهات والأفلام / محررة الفيديوهات والأفلام,,,released,2024-01-25T11:26:36.057Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى محررو الفيديوهات والأفلام مسؤولية تجميع اللقطات الأولية وتقطيعها إلى منطقية وجمالية إما للأفلام أو المسلسلات التلفزيونية أو الأغراض المحلية. إنهم يقومون بإعادة تنظيم المشاهد التي تم التقاطها وتحديد أي تأثيرات خاصة مطلوبة. يعمل محررو الفيديوهات والأفلام بشكل وثيق مع محرري الصوت ومديري الموسيقى.,2654.5,http://data.europa.eu/ux2/nace2.1/5912
Occupation,http://data.europa.eu/esco/occupation/ac7c07d1-bc11-4f19-bca5-e468e9b1a53c,7119,عامل بناء مرتفع / عاملة بناء مرتفع,,,released,2024-01-23T11:38:42.501Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",عمال البناء المرتفع هم عمال متخصصون في مجال الارتفاعات ويقيسون بشكل آمن خارج المباني والهياكل للقيام بعمل مهم.,7119.4,"http://data.europa.eu/ux2/nace2.1/4399,
http://data.europa.eu/ux2/nace2.1/4299,
http://data.europa.eu/ux2/nace2.1/4322"
Occupation,http://data.europa.eu/esco/occupation/ac80b511-fd22-4edf-8570-e531704778bd,2642,مدونة / مدونة,,,released,2024-01-26T11:16:13.057Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يكتب المدونون مقالات عبر الإنترنت حول مجموعة كبيرة من الموضوعات مثل السياسة والأزياء والاقتصاد والرياضة. ويمكنهم ربط الحقائق الموضوعية، ولكنهم غالبًا ما يقدمون رأيهم بشأن الموضوع ذي الصلة. كما يتفاعل المدونون مع القُرّاء عبر التعليقات.,2642.1.1,http://data.europa.eu/ux2/nace2.1/5813
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,2120,عالم إحصاء / عالمة إحصاء,,,released,2024-01-23T10:55:34.862Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم علماء الإحصاء بجمع المعلومات الكمية وتصنيفها، والأهم من ذلك، تحليل المعلومات الكمية القادمة من مجموعة متنوعة من المجالات. فهم يقومون بتفسير وتحليل الدراسات الإحصائية في مجالات مثل الصحة، والديموغرافيات، والتمويل، والأعمال، وما إلى ذلك، وتقديم المشورة استنادًا إلى الأنماط والتحليل الذي تم إجراؤه.,2120.6,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/722"
Occupation,http://data.europa.eu/esco/occupation/acb6b99a-6c13-482a-81b1-8b5614e0153e,3435,فني خشبة المشرح,,,released,2024-01-25T09:25:56.52Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتحكم فنيو خشبة المسرح في الجوانب المختلفة للعرض التمثيلي استنادًا إلى المفهوم الفني أو الإبداعي، بالتفاعل مع فناني العرض التمثيلي. وهم يقومون بإعداد المشهد، وبرمجة المعدات وتشغيل الأنظمة المختلفة. ويتولى فنيو خشبة المسرح العناية بأنظمة الإضاءة و/أو الصوت و/أو الفيديو و/أو أطقم الملابس و/أو أنظمة الديكورات المرفوعة. ويعتمد عملهم على الخطط والتعليمات والعمليات الحسابية. ويمكنهم العمل في أماكن صغيرة ومسارح وغير ذلك من إنتاجات فنية صغيرة.,3435.25.5,http://data.europa.eu/ux2/nace2.1/9039
Occupation,http://data.europa.eu/esco/occupation/acbb7a20-c947-480d-a07e-868a0ab3eab8,2269,أخصائي الطب الحيوي المتخصص / أخصائية الطب الحيوي المتخصص,,,released,2024-01-22T16:05:25.395Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى علماء الطب الحيوي المتخصصون قيادة قسم من أقسامه أو مجال من مجالات التخصص فيه، ويقومون بمشاريع بحثية سريرية ويعملون كشريك تشخيصي ضمن فريق الرعاية الصحية (التحقق من أمراض المرضى وتشخيصها مثل السرطان والسكري واضطرابات الدم والتخثر والبيولوجيا الجزيئية أو علم الجينوم، من بين مجالات أخرى) باستخدام العديد من الأساليب والأدوات الرقمية والمعلوماتية الحيوية.,2269.16,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/8699,
http://data.europa.eu/ux2/nace2.1/8691"
Occupation,http://data.europa.eu/esco/occupation/acf28133-525f-4838-9248-d852e28b8f98,1420,مدير متجر الأطعمة / مديرة متجر الأطعمة,,,released,2024-01-26T12:45:23.906Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو متاجر الأطعمة مسؤولية الأنشطة والموظفين في المتاجر المتخصصة.,1420.4.16,http://data.europa.eu/ux2/nace2.1/4724
Occupation,http://data.europa.eu/esco/occupation/acf462a3-9c34-46cb-952a-c612c38299f4,2611,النائب العام / النائبة العامة,,,released,2024-01-26T14:42:09.265Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يمثل النائب العام الهيئات الحكومية والجمهور العام في قضايا المحاكم ضد الأطراف التي تهاجم النشاط غير القانوني. ويقوم بالتحقيق في قضايا المحاكم من خلال فحص الأدلة وإجراء مقابلات مع الأطراف المعنية وتفسير القانون. ويستخدم نتائج تحقيقهم من أجل تقديم القضية أثناء جلسات الاستماع الخاصة بالمحكمة، وتقديم الحجج المقنعة من أجل ضمان أن النتيجة هي الأكثر تفضيلاً للأطراف التي يمثلونها.,2611.1.2,http://data.europa.eu/ux2/nace2.1/8423
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,2632,عالم بالأنثروبولوجيا / عالمة بالأنثروبولوجيا,,,released,2024-01-26T12:41:04.918Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations",يبحث علماء الأنثروبولوجيا في جميع جوانب الحياة المتعلقة بالبشر. حيث إنهم يدرسون الحضارات المختلفة التي كانت موجودة طوال الوقت وطرق تنظيمها. ويحاولون تحليل الجوانب الفيزيائية والمجتمعية واللغوية والسياسية والاقتصادية والفلسفية والثقافية لشعوب مختلفة. ويكون الهدف من دراساتهم هو فهم ووصف ماضي البشرية وحل المشاكل المجتمعية الموضوعية. فهم يستكشفون وجهات نظر مختلفة مثل علم الأنثروبولوجيا الفلسفية.,2632.1,http://data.europa.eu/ux2/nace2.1/722
Occupation,http://data.europa.eu/esco/occupation/ad14ec64-128c-4a72-9c1a-257a5f3b180c,2114,مستكشف الجيولوجي / مستكشفة جيولوجية,,,released,2024-01-26T09:53:18.867Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","يبحث مستكشفو الجيولوجيا عن الرواسب المعدنية وينقبون عنها. وهم يحددون نوع راسب معدني قابل للاستمرار اقتصاديًا ويحددونه ويحصلون على حق الملكية القانونية له.  وهم مسؤولون عن تصميم برنامج الاستكشاف وإدارته وتنفيذه. 
 ",2114.1.2,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/091,
http://data.europa.eu/ux2/nace2.1/4313,
http://data.europa.eu/ux2/nace2.1/0899,
http://data.europa.eu/ux2/nace2.1/099"
Occupation,http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,1324,مدير توزيع آلات التعدين والبناء والهندسة المدنية / مديرة توزيع آلات التعدين والبناء والهندسة المدنية,,,released,2025-07-31T09:40:29.933Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يخطط مديرو توزيع آلات التعدين والبناء والهندسة المدنية لتوزيع آلات التعدين والبناء والهندسة المدنية على نقاط بيع مختلفة.,1324.3.1.6.23,http://data.europa.eu/ux2/nace2.1/4663
Occupation,http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,1324,مدير توزيع آلات التعدين والبناء والهندسة المدنية / مديرة توزيع آلات التعدين والبناء والهندسة المدنية,,,released,2025-11-26T10:03:23.138Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يخطط مديرو توزيع آلات التعدين والبناء والهندسة المدنية لتوزيع آلات التعدين والبناء والهندسة المدنية على نقاط بيع مختلفة.,1324.3.1.6.23,http://data.europa.eu/ux2/nace2.1/4663
Occupation,http://data.europa.eu/esco/occupation/ad6589cb-ef1e-482d-863d-d80b2eb6b070,7322,مشغل الرقائق الساخنة / مشغلة الرقائق الساخنة,,,released,2024-01-25T14:17:32.335Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مشغلو الرقائق الساخنة بتوجيه الآلات التي تُطبق رقاقة معدنية على مواد أخرى باستخدام أسطوانات الضغط والتدفئة. كما يقومون بخلط الألوان وإعداد معدات الآلات المناسبة ومراقبة الطباعة.,7322.4,http://data.europa.eu/ux2/nace2.1/2442
Occupation,http://data.europa.eu/esco/occupation/ad7bbc92-d5cb-4b64-a1a3-efc593afd437,7543,مصنف الأخشاب / مصنفة الأخشاب,,,released,2024-01-25T14:59:37.069Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يفحص مصنفو الأخشاب الأخشاب أو الخشب المقطوع إلى ألواح. ويختبرون الأخشاب ويبحثون عن عدم الاستواء ويصنفون الأخشاب بناءً على جودة وكفاءة النماذج.,7543.8.2,http://data.europa.eu/ux2/nace2.1/1612
Occupation,http://data.europa.eu/esco/occupation/ad7c76e8-af96-42af-99a5-d579f707758c,8211,مجمع الطائرات / مجمعة الطائرات,,,released,2024-01-16T11:24:34.775Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يستخدم مجمّعو الطائرات الأدوات اليدوية والأدوات الكهربائية والمعدات الأخرى مثل آلات أو أجهزة التي يتم التحكم بها باستخدام الكمبيوتر (CNC) لإنشاء وتركيب الأجزاء المصنعة مسبقًا لتصنيع الطائرات ذات الأجنحة الثابتة أو الدوارة وتركيبات الطائرات، مثل عناصر التحكم في الطيران، وتجميعات الطائرات، ومعدات التعليق، وغيرها من الأنظمة الميكانيكية وما إلى ذلك. كما أنهم يقرؤون المخططات ويفسّرونها. كما يعملون على تشغيل أنظمة التحكم لتحديد الأداء الوظيفي للتركيبات وتعديلها وفقًا لذلك.,8211.1,http://data.europa.eu/ux2/nace2.1/303
Occupation,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,2165,رسام خرائط / رسمة الخرائط,,,released,2024-01-25T15:08:42.623Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم رسامو الخرائط بإنشاء خرائط عن طريق الجمع بين المعلومات العلمية المختلفة حسب الغرض من الخريطة (مثل الخرائط الطبوغرافية أو الحضرية أو السياسية). وهم يجمعون بين تفسير الملاحظات والقياسات الرياضية مع الجماليات والصور المرئية للموقع لتطوير الخرائط. وقد يعملون أيضًا على تطوير نظم المعلومات الجغرافية وتحسينها وقد يقومون بإجراء بحث علمي داخل رسم الخرائط.,2165.2,http://data.europa.eu/ux2/nace2.1/7112
Occupation,http://data.europa.eu/esco/occupation/ada3fc30-c205-4279-90b8-ed5c7c467626,1223,مدير تطوير المنتجات الجلدية / مديرة تطوير المنتجات الجلدية,,,released,2024-01-29T09:09:08.608Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى مديرو تطوير المنتجات الجلدية تنسيق تصميم المنتجات الجلدية وعملية تطوير المنتجات من أجل الامتثال لمواصفات التسويق والمواعيد النهائية والمتطلبات الاستراتيجية والسياسات الخاصة بالشركة. فهم يتواصلون مع الفرق الأخرى متعددة الوظائف أو المتخصصين المشاركين في إنتاج المنتجات الجلدية ويتعاونون معهم، مثل الخدمات اللوجستية والتسويق، والتكاليف، والتخطيط، والإنتاج وضمان الجودة. وهم مسؤولون عن تطوير مجموعات منتجات المنتجات الجلدية والتي تتضمن أنشطة مثل تتبع تطوير التصميمات ومراجعة مواصفات التصميم من أجل تلبية رؤية التصميم وبيئة التصنيع وقدرة الشركات على الإيجار.,1223.2.1.4,http://data.europa.eu/ux2/nace2.1/15
Occupation,http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be,4313,موظف الرواتب / موظفة الرواتب,,,released,2024-01-16T14:35:26.592Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يتولى موظفو الرواتب إدارة الجداول الزمنية ودفع الأجور للموظفين. ويتأكدون من صحة المعلومات. وكذلك يتحقق موظفو الرواتب من الوقت الإضافي والأيام المرضية والعطلات. ويدفعون الرواتب.,4313.1,http://data.europa.eu/ux2/nace2.1/701
Occupation,http://data.europa.eu/esco/occupation/adf9257e-78cb-467d-b259-59ed65bd7aed,3112,مختبر السلامة من الحرائق / مختبرة السلامة من الحرائق,,,released,2024-01-26T14:07:33.673Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُجري مختبرو السلامة من الحرائق مجموعة متنوعة من الاختبارات على المواد مثل مواد البناء والنقل والمنسوجات، وكذلك على أنظمة مكافحة الحرائق والوقاية منها. وهم يقيسون، من بين أمور أخرى، مقاومة اللهب وسلوك المواد في الحالات القصوى.,3112.1.8,http://data.europa.eu/ux2/nace2.1/712
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,2310,محاضر فلسفة / محاضرة فلسفة,,,released,2024-01-25T10:46:50.756Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations",محاضرو الفلسفة هم أساتذة أو معلمون أو محاضرون متخصصون يقومون بتعليم الطلاب الذين حصلوا على شهادة التعليم الثانوي العليا في مجال دراستهم المتخصص، الفلسفة، والذي يكون في الغالب أكاديميًا في طبيعته. وهم يعملون مع مساعدي الأبحاث الجامعية ومساعدي التدريس الجامعي لإعداد المحاضرات والامتحانات وتصحيح الأبحاث والامتحانات وعقد جلسات للمراجعة والملاحظات للطلاب. كما يقومون بإجراء أبحاث أكاديمية في مجال الفلسفة، ونشر نتائجهم، والتواصل مع الزملاء الآخرين في الجامعات.,2310.1.32,http://data.europa.eu/ux2/nace2.1/854
Occupation,http://data.europa.eu/esco/occupation/ae3f1edd-d191-4a8d-8dfc-099dcdc6f1e8,8142,مشغل آلة طباعة التسجيلات / مشغلة آلة طباعة التسجيلات,,,released,2024-01-16T09:45:01.974Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يُشغّل مشغلو آلة طباعة التسجيلات آلة تضغط الفينيل بطبعة سلبية لقرص رئيسي. وعند تطبيق الضغط، يُدفَع الفينيل في أخاديد القرص الرئيسي ويتم الحصول على تسجيل قابل للتشغيل.,8142.13,http://data.europa.eu/ux2/nace2.1/267
Occupation,http://data.europa.eu/esco/occupation/ae66ca51-e762-48b4-bd46-071dc87cb30d,2651,فنان قصص مصورة / فنانة قصص مصورة,,,released,2024-01-25T11:32:01.885Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم فنانو القصص المصورة برسم مشاهد فيلم أو مسلسل تلفزيوني وفقًا للنص من أجل رؤية ما سيكون ممكنًا أثناء الإنتاج. ويعملون مع المنتج ومخرجي الفيديوهات والأفلام.,2651.10,"http://data.europa.eu/ux2/nace2.1/5911,
http://data.europa.eu/ux2/nace2.1/9011"
Occupation,http://data.europa.eu/esco/occupation/ae73f0dc-05a7-4e23-a234-9bb7e6d86975,5243,بائع متجول / بائعة متجولة,,,released,2024-01-23T13:51:48.021Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations",يبيع البائعون المتجولون البضائع والخدمات أثناء التجول.,5243.1,"http://data.europa.eu/ux2/nace2.1/471,
http://data.europa.eu/ux2/nace2.1/474,
http://data.europa.eu/ux2/nace2.1/472,
http://data.europa.eu/ux2/nace2.1/475,
http://data.europa.eu/ux2/nace2.1/476,
http://data.europa.eu/ux2/nace2.1/4774,
http://data.europa.eu/ux2/nace2.1/4779,
http://data.europa.eu/ux2/nace2.1/4775,
http://data.europa.eu/ux2/nace2.1/4776,
http://data.europa.eu/ux2/nace2.1/4778,
http://data.europa.eu/ux2/nace2.1/4772,
http://data.europa.eu/ux2/nace2.1/4777,
http://data.europa.eu/ux2/nace2.1/4771"
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,2144,مهندس بصرية ميكانيكية / مهندسة بصرية ميكانيكية,,,released,2024-01-23T11:00:04.681Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations",يقوم مهندسو البصرية الميكانيكية بتصميم وتطوير الأنظمة والأجهزة والمكونات البصرية الميكانيكية، مثل المرايا البصرية والحوامل البصرية. تجمع هندسة البصرية الميكانيكية الهندسة البصرية مع الهندسة الميكانيكية في تصميم هذه الأنظمة والأجهزة. ويقومون بإجراء الأبحاث وإجراء التحليل واختبار الأجهزة والإشراف على الأبحاث.,2144.1.15,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/267"
